artists,year,song_id,popularity
"Residente', 'Bad Bunny",2019,1kMUGCt7XLDc5Q64Vl0H8S,73
"Christian French",2019,1nDOeWBfRKA5YNQ8bKWzMM,73
"Nipsey Hussle', 'Roddy Ricch', 'Hit-Boy",2019,6ya8ejoKgw906Y8LWclqrp,73
"Lauren Alaina",2019,6ZU30kIHamg5oiQm4gQQ3A,73
"Adriel Favela', 'Código FN",2019,6ZUBqOrjrdmkP4eLQLBeaq,73
"Promoting Sounds', 'Powfu', 'Ouse",2019,7BdlyzVvOqmwPH9dYtZfsx,73
"El Alfa', 'Lil Pump",2019,7FbKipScVxkjQxQXwTd0gL,73
"Trill Ryan",2019,7FknBUKLWwjWszRK1N0jqe,73
Daya,2019,7hzlzoOwCZ4D3Ow5YZK4kj,73
"J Balvin', 'Bad Bunny', 'Mr Eazi",2019,7knLcYCOSaURD0d7HUULFM,73
"Don Toliver', 'Quavo', 'Offset",2019,7LGWmZaoS7jZJ5tEi9EcDi,73
"Sam Feldt', 'RANI', 'GATTÜSO",2019,6b1RNvAcJjQH73eZO4BLAB,72
"Khalid', 'A Boogie Wit da Hoodie",2019,6PYnUsNEpYC7A4BS2sjw3L,72
"Bryson Tiller",2019,6S5dMjMifQYmyTu1mX4f8P,72
"j-hope', 'Becky G",2019,6wyr4ReB05D9sJB1Rsmcqo,72
"Brain Timbre",2019,6XOdosD9300UayFoY52NJE,72
"League of Legends', 'Cailin Russo', 'Chrissy Costanza",2019,6zAiRKvAMlXHxEtyO4yxIO,72
"03 Greedo', 'Shoreline Mafia",2019,6ZxX2vmH5WLufcOqenLjfb,72
"Summer Walker', 'Jhené Aiko",2019,7EkiMl81fUHVwpItgtzI4r,72
EXO,2019,7fK0csBoqbcgUuWGV0cpoD,72
"Jonathan Groff",2019,7namdlOhbtsc8FvoSafOQt,72
"Natanael Cano', 'Bad Bunny",2019,7pNAvsuTCFaXzSSUmfBPxz,72
Koffee,2019,7sd72KZS8D59g5NmhxyHpJ,72
"Chris Lane",2019,7yNJCsUH3tXlpQiHSsAc5l,72
"Josh Gad",2019,1Tt7zr1yDbKbT8L4jzSZ74,72
"Freddie Dredd",2019,1vvBUZseJ7fwYPX1NedOLd,72
"Kelly Clarkson",2019,1Y9cAYTmyWJCcmfqdG2I29,72
"Luke Combs', 'Brooks & Dunn",2019,226le7T3p82reYWzsi9Hsz,72
"Liam Payne', 'Quavo",2019,29JrmE89KgRyCxBIzq2Ocw,72
"Sam Smith",2019,29MOOOmMRPeWyPwKQFoF5t,72
"Foster The People",2019,2flxduIqEbsicdmPyj1WVW,72
"Bazzi', '21 Savage",2019,2FqqVHvC4eKrsk97vpMRid,72
SYML,2019,2NeM9rfWo70KQej9GxeaoL,72
"Tay Money",2019,2OBot5OpoT4deri6VkYCyW,72
"Lil Dicky",2019,2S1LebN6AXXQqJolBxlWgO,72
"Swae Lee', 'Drake",2019,2sqsNXfN0HtgDEgaHXiUTa,72
"Tyga', 'Offset",2019,2toVe5hfuIi97ytDPDbQFt,72
"AJ Mitchell', 'Ava Max', 'Sam Feldt",2019,2wenGTypSYHXl1sN1pNC7X,72
"Lil Tjay', 'Lil Durk",2019,2wUwC1gBJIC05JH87v2hgN,72
"Zedd', 'Katy Perry",2019,2XWjPtKdi5sucFYtVav07d,72
"Camilo', 'Shakira', 'Pedro Capó",2019,302I7g0l3jmAbzFu9WBCmu,72
"KYLE', 'Lil Yachty",2019,3fVIFpU3VdSEoR82DaYe79,72
"Rich The Kid",2019,3KLo7ByvjCNyBrfz5DZ2mO,72
"Zara Larsson",2019,3OTSBoYKO7HzGVj8Bu2OH9,72
"Young Thug', 'Travis Scott",2019,3RZftiuTcLOqpsd8ZlwNhr,72
gnash,2019,3Uu6pcfL9xsdfsKRx3DXRf,72
"Sleeping At Last",2019,4g2WiijzSKzH8PApKDbadN,72
"Pitbull', 'Daddy Yankee', 'Natti Natasha",2019,4gqMVEJSaL5nNeKj5WmVoT,72
"The Chainsmokers",2019,4h8Pmw3RELdsanPjssyJoB,72
"Gabrielle Aplin', 'JP Cooper",2019,4P6g8wuXeR3wznFk7WnI4w,72
"Sam Hunt",2019,53F1MVa1BWUkTBbVqgVAfN,72
"Matoma', 'Petey', 'Wilder Woods",2019,58fGC7ZRlPhW1J7kLx1goK,72
"True Damage', 'Becky G', 'Keke Palmer', 'SOYEON of (G)I-DLE', 'Duckwrth', 'Thutmose', 'League of Legends",2019,5C0ivQMxes2lWuOANhvVAm,72
"Chris Young', 'Lauren Alaina",2019,5DrmJ25aHuPBImk1kLp5Of,72
"Lil Mosey",2019,5fmTiyocDfiXbUZ4SpdXRm,72
"Myke Towers', 'Farruko",2019,5KbBGUpIZd6gVFUU8tqYiQ,72
"Tom Petty",2019,5yAu4njFSdM47dfsTkQPZ2,72
"Juanes', 'Christian Nodal",2019,02lGHA7bFFplYLihnUWTx8,72
"XXXTENTACION', 'PnB Rock', 'Trippie Redd",2019,03eJ2DclFWXYU8GWgANdmZ,72
"Harry Styles",2019,03mMSLEJCPoGJwQhHpN5y0,72
"Lil Peep",2019,08AJ0xQv5LRZsvXf1Jkr2y,72
"Khalid', 'John Mayer",2019,09oZ9eXQ2fo6YDrPzJqAoP,72
Gunna,2019,0BOmhToQ03yOdpzYKMEnAg,72
"Cody Simpson",2019,0ccwMrlZONy5yXrirq7lTe,72
"Bebe Rexha",2019,0i0wnv9UoFdZ5MfuFGQzMy,72
"DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B",2019,0KoiMHhqKLoL4xM54rcWYY,72
"The Vamps",2019,0LcNMuOiULmxJK3bdHTfDF,72
"NOTD', 'SHY Martin",2019,0OJN2A3Qyvd7pwSF0AIteC,72
"Tyla Yaweh",2019,18LhA0zBzAa2YnhcN3hWGa,72
"Ed Sheeran', 'Travis Scott",2019,1DhRbox3xkceP64k3JeYfW,72
"Farruko', 'Bad Bunny",2019,1g2Z2lOrwayOzDqOc8EfbR,72
"John Mayer",2019,1HNywa8Bk0TmzRwQrzhtPo,72
"ilyTOMMY', 'Savage Ga$p",2019,1K4OfBFaLleSUaUVjp1l2X,72
"Xavier Weeks",2019,1ooO1j7bseZCHaCFxVpoMq,72
"Charlie Puth",2019,0ClPIeT6MSgfSgQ9ZrJbAq,71
"Lana Del Rey",2019,0fB77VOZ2FkQeKLv1DuEwp,71
"Tyler, The Creator",2019,0fv2KH6hac06J86hBUTcSf,71
"Drax Project', 'SIX60",2019,0gCNs3jCCDhObAK0MRghtv,71
"Oliver Tree",2019,0ijiuWyVbNzg6Kw1Z1BVb8,71
"Logic', 'Eminem",2019,0Lw6aQcBFWTQ9m4MSwwwes,71
"Lady A",2019,0qkdE1C0ufnUISKwhg8Wh6,71
"The Score",2019,0VeoSHlgashtg5JYPJjl15,71
"Labrinth', 'Zendaya",2019,10hMM5nsZQf66ldBlgWBfG,71
"Taylor Swift",2019,12M5uqx0ZuwkpLp5rJim1a,71
"YNG Martyr",2019,16PmczUxlX7dpr6ror6pXd,71
Granular,2019,1efbB8dNowPNwBU6HaHjup,71
"girl in red",2019,1M4Ud66z18wuIq3oOxqVHa,71
"SAINt JHN', 'Lil Baby",2019,1pChm8ih9LlKhWncBJ6HLr,71
Wallows,2019,1pNUmVxDiE8t6P1XxcZAv8,71
"Tiny Meat Gang",2019,1xFfbxmfenEpn4WawGWXiA,71
"Kaskade', 'Meghan Trainor",2019,1xK7enJZVdv37fnnxoZlPq,71
"Bryant Myers', 'Anuel AA",2019,27qRmG3zOWPvMYUkpPdQ1g,71
"Big Sean', 'Hit-Boy', 'A$AP Ferg",2019,2B9wgj9XzbJZLty03PRbVo,71
"Stereo Outdoor Sampling",2019,2dz9Mx1pZKF2OLAPCr3AcC,71
"Bastille', 'Alessia Cara",2019,2Fn4gZI3MAeWTiv7cSVxZQ,71
"Frank Ocean",2019,2INhKpUdzh7v0j041gZNsz,71
"TOMORROW X TOGETHER",2019,2MsNSKQNQNRklkKFxxvIav,71
Aventura,2019,2swZ0X1njeU32SNJeBKIfW,71
"Gesaffelstein', 'The Weeknd",2019,2vXKRlJBXyOcvZYTdNeckS,71
"Sueco the Child', 'A Boogie Wit da Hoodie', 'Offset",2019,2xKQj6P0TgxBVaRiojP2s2,71
"Dreamville', 'JID', 'Bas', 'J. Cole', 'EARTHGANG', 'Young Nudy",2019,36J0iaPDGbYGsHvYpaYs3k,71
blackbear,2019,39bs2V8huzcmWoeSlHKZeP,71
"Glass Animals', 'Denzel Curry",2019,3AHqaOkEFKZ6zEHdiplIv7,71
"Khruangbin', 'Leon Bridges",2019,3k5oLgungD1dSOGLqQdIQw,71
"Trippie Redd', 'DaBaby",2019,3Kd6Wp3lG5HXMB2dlvuy7y,71
"P!nk', 'Cash Cash",2019,3O0e0LHTpza0rYVDbZfQ4r,71
"Don Toliver",2019,3PEwQ1uaMwg0ehoTeVm7Yq,71
"Kygo', 'Chelsea Cutler",2019,6aoGtdWXBkYQ2O2wnyIz2x,71
"5 Seconds of Summer', 'Seeb",2019,6GIRtKNXokeu25nn7U6Hu8,71
"Lizzo', 'Missy Elliott",2019,6nBQFAIVFmAx2oZ8p6lUg6,71
"Farruko', 'Ozuna', 'Lunay', 'Sech', 'Sharo Towers",2019,6pNjmMB8FTMEcqGSgs7Mji,71
"PRETTYMUCH', 'Lil Tjay",2019,6x8V3kUNlhVbwRbVP0QeSS,71
"Rotimi', 'Wale",2019,6XM53PbvlzhuNtJZtpl7RP,71
"PnB Rock', 'Lil Skies",2019,7cWh3ScxjhvasLI0CBRoZk,71
"Avril Lavigne",2019,7gY3cyGcB2wnk2xDXiA0pe,71
"Troy Cartwright",2019,7uokjCoYFxSdgcq53GNWhJ,71
"Daniel Caesar",2019,3uouaAVXpQR3X8RYkJyitQ,71
"James Bay",2019,3xRcQ04b0l5RiU2w7lJhCD,71
Leeland,2019,40ozK0lCJ0EQzVGWsCNUhk,71
"PnB Rock', 'XXXTENTACION",2019,4AEzAEnbm9uRgbmTdeI63K,71
"Daddy Yankee', 'Katy Perry', 'Snow",2019,4au7FRcgZzChASRYu279xH,71
"KSI', 'S-X', 'Lil Baby', 'Rick Ross",2019,4etKC4ngPKsQDHUMnYgV3A,71
"YUNGBLUD', 'Halsey', 'Travis Barker",2019,4mGdjNMo0RonTlOEb7cYg4,71
"Juice WRLD', 'Rvssian', 'Clever",2019,4zxpssj8DyrfZcEUSUiNxG,71
"Sabrina Carpenter",2019,59tskctgqUmjCWAwhzYAFm,71
EVERGLOW,2019,5uHl2eYaITSX6xEX8bmaXy,71
"NOTD', 'HRVY",2019,5YkmS18BehACOhIIeUqe6l,71
"Fetty Wap', 'Monty",2019,3VN7XvP708u6V9U0CxOlzi,70
"Edwin Luna y La Trakalosa de Monterrey",2019,3YwEMdP2zkOiIq074Vlvqc,70
"SZA', 'The Weeknd', 'Travis Scott', 'Game of Thrones",2019,4cbdPT6uaBOgOQe3fLMofl,70
"James Blake', 'Travis Scott', 'Metro Boomin",2019,4cQrSREMqBSvJ8ZzBZjVb8,70
"Aaron Smith', 'Luvli', 'Krono",2019,4IlqQhaxrGPxmg35YcXXuS,70
"ScHoolboy Q', '21 Savage",2019,4NN6N5TxBO5k9uqu0W4gfQ,70
"Becky G', 'Myke Towers",2019,4ziiAuFyXiY1HNSLGM1xv8,70
"Tyga', 'YG', 'Santana",2019,51wFQM8W0YfXTmHusXUr5i,70
"Irizarry Barraza",2019,54IZYicWqjVsicv07CaP3m,70
Slipknot,2019,56fiFTRrSiHHH3gBeaTg2P,70
YG,2019,5IjRKZlpKVBBRn0COL7pik,70
"Mark Ronson', 'Camila Cabello",2019,5Uw7Dut2lZfexn3Y09swpf,70
SuperM,2019,5WrEilrRI5cIW0DxMvQYPZ,70
"SAINt JHN', 'A Boogie Wit da Hoodie",2019,1rS0eq80peCPCgfT2t0Kmm,70
"Rick Ross', 'Drake",2019,1rX5L6pyl3rVWb55D8Cprr,70
"Bryce Vine",2019,1sMi8ywnrNKysixM34zH9W,70
"Gryffin', 'Seven Lions', 'Noah Kahan",2019,1vsQb8n0icvMsFnL9663LM,70
LOCASH,2019,28uL97M3whSL1UWqr7hsNh,70
WayV,2019,2e3cJdJ8xWwydl8JIYlCqB,70
Chrishan,2019,2Eb367lyxqaHt6sLNANyrr,70
"I Prevail",2019,2GFwwTIVLjnOrtP7m9luHC,70
"Tee Grizzley', 'A Boogie Wit da Hoodie', 'YNW Melly",2019,2HsSzwrvvgiYSCdsYLiJWB,70
"Quality Control', 'Lil Baby', 'DaBaby",2019,2nKYHpmwjLaEOXS3o7QMiz,70
"Charlotte Lawrence",2019,2y8iBf0QRqCKFtePi9Rl2H,70
"Skye', 'XXXTENTACION",2019,2Yr2BzqNDpIh0YQcnFqM09,70
"Rich Brian",2019,2ZDpSQfBdgkooeXw6oj3Uz,70
"Jake Owen",2019,31JID2STTlLuFqXFWHyM8e,70
"iann dior', 'PnB Rock",2019,33BCQDhwZyiudb8Mud33tb,70
Ambjaay,2019,3AEgic4yp82NxMWUjHtxnO,70
"Freya Ridings",2019,3cWI6Hj9LQ0MfMuhw9uSMc,70
"Kameron Marlowe",2019,3f3VeiJIaWOZcmkJpTqxyj,70
Coldplay,2019,03T4ttRCiLXST6MZjeMwmR,70
"Juice WRLD",2019,06LFFPPS7MylCZXps3cO4m,70
"Anson Seabra",2019,06qUEhhx6jKQmhj2qAkn4H,70
"Rauw Alejandro', 'Nicky Jam",2019,08aYFNUTIOMGq93e2VSArQ,70
NF,2019,0aQA9DP54h37OevE7hRc2a,70
"Bon Iver",2019,0d6bZwEAi1XblGRhnzPfgC,70
"Lykke Li",2019,0dkvbYmXYEPK7gGMdytmfI,70
"Marc Anthony",2019,0dqfl4l45vqw2TnNrnbsy0,70
"Post Malone', 'Roddy Ricch', 'Tyga",2019,0fcq51a3gOI6gPvzc0YLsk,70
"YBN Cordae",2019,0GwYkXgQdqY4dyRffHw3HT,70
"Matt Stell",2019,0ifYeH4gNXEyba41xr3I1w,70
"Ingrid Andress",2019,0LcspVKJxhEQQSvVMiTPWz,70
"Gemma Casimaty",2019,0MrDqmqbP0xS9sGedtiuAC,70
"["Smoove'L"]",2019,0VPmIETYsw3JBnyh4iDjVv,70
"Ed Sheeran', 'Yebba",2019,0VsGaRXR5WAzpu51unJTis,70
"Sia', 'Diplo', 'Labrinth', 'LSD",2019,100eDEmpWV5YGVCqHI0leU,70
"John Ocean",2019,10zmtHvaMOZKQrdTsvRJyP,70
AJR,2019,17FK4etx1u2NK60cptINMS,70
"Maisie Peters",2019,1a1SQeSqUKzH5OUVTEx4ae,70
"DJ Khaled', 'Cardi B', '21 Savage",2019,1Hd2XLitkt1PYCWSbfF5qV,70
"NLE Choppa",2019,1KjQPDJQCUuqDj3AmfSBCa,70
"NOTD', 'Daya",2019,1lGVyEkGHUz7Pg78QGaS4a,70
"Majid Jordan', 'Khalid",2019,1opARDDYaOeE1QUdwXmBGu,70
"DaniLeigh', 'G-Eazy",2019,69eXHDgEEQ6itzt03E7fKz,70
"Ben Platt",2019,6hYvw3LLTViP2mT4MpDNmT,70
"NCT DREAM",2019,6rcn967QN5JtkPOBDwYIuT,70
"Ariana Grande', 'Victoria Monét",2019,6tsOcBnaKgzK22yEiqRh8P,70
"Skip Marley', 'H.E.R.",2019,73FDJgnjt6ZcxoiavN6XrS,70
"Young M.A', 'Relle Bey', 'Max YB",2019,7asoA129HgQkm3MOVEUF0K,70
"Young M.A",2019,7cyeGclH71MayOuQ7qtLFl,70
"Chris Brown', 'Justin Bieber', 'Ink",2019,7ILEWkpfdK6AjH2D7jppWk,70
"Marshmello', 'YUNGBLUD', 'blackbear",2019,7jzldCBnJjpJM3epzJ85KE,70
"Hi Freq Samples",2019,7MUOe1g4dEh7OYkisdviDO,70
Trefuego,2019,7nduUhUmzj9IdkvFmdtO7g,70
"Arizona Zervas', '27CLUB",2019,7piU1yHaKMD9PaOPvEymOr,70
"Louis The Child', 'Drew Love",2019,64BKKgWdKdmKlQDzRfHW3C,69
"Greyson Chance",2019,65mPCrY32YMQlBnmWVrKNa,69
"Richard Ramsey",2019,6A72j6HPfF8Y52nPK6BXRk,69
"Wale', 'Bryson Tiller",2019,6cSBm4mtcuFtClN6yDvjQo,69
"Cardi B",2019,6dPyzkyZwoj9LqjQXOFdVv,69
"Ed Sheeran', 'Chris Stapleton', 'Bruno Mars",2019,6EbduYTr62sSzvl36wWiFM,69
GOT7,2019,6f4wghlwYWGLqGEIKc6HDQ,69
"Olivia Rodrigo', 'Julia Lester",2019,6GfTYfb5eBLN1p1ByOsPmi,69
"Prince Royce', 'Manuel Turizo",2019,6rXxAohZzTDsP5KT3IDFIU,69
"Tyla Yaweh', 'YG",2019,6VYXuUz1nYMap8gtqeIrQB,69
"Koffee', 'Gunna",2019,6xW2g0c5uSoa3S6xk9eI4j,69
"Halsey', 'Juice WRLD",2019,6Zc5f20q7sOe1IC1c1jQvZ,69
"Marca MP",2019,7a6gK5GwlIvGTU4ayZhskd,69
"Bea Miller', '6LACK",2019,7cLm450e9XaPrEZTSTsfwU,69
"Offset', 'Travis Scott', '21 Savage",2019,7pMRoGLEJuFM2wl5pt0R99,69
"Levi Stills",2019,1rAv3gMViglWehdm1baqcF,69
"Beyoncé', 'Childish Gambino', 'Billy Eichner', 'Seth Rogen",2019,1zSKtBze2IReYU44W0lDzd,69
"Jaah SLT",2019,206FddKOYYxN6k2gCKUsFg,69
"Valerie Broussard', 'Galantis",2019,23FHa9lYnG6Dr8OzombPkS,69
"SG Lewis', 'Clairo",2019,2MnEG4htbbdfoUsyzxZ4BM,69
"TOKYO’S REVENGE', 'ZEDSU",2019,2St8HeG23Nzp4NYaWTNtuM,69
Papithbk,2019,2TfoabXa0CbEwcqpxOn9z3,69
"iann dior', 'Gunna",2019,2VdWzhJDjWaELCEhwyO8Q4,69
"Mulatto', 'Saweetie', 'Trina",2019,2zUbimuKNWDMCwbqNauLWV,69
"88rising', 'NIKI",2019,349Wc5mDu52d4Uv8Eg9WZv,69
"["Olivia O'Brien"]",2019,36y5E5cxFbz6xU8UqT7Iv7,69
Llusion,2019,37bzRWttPZDNdJs24NZaUG,69
"Eladio Carrion', 'Bad Bunny",2019,38kLHBjtWJaPXcyFhwRVtI,69
"Lil Tjay', 'Jay Critch",2019,395WRTyNwMGx80cDXqg6vM,69
"Joan Sebastian",2019,3d7uS6KzdacpUccKpjXr7x,69
"ILLENIUM', 'Jon Bellion",2019,3LxG9HkMMFP0MZuiw3O2rF,69
"Ty Dolla $ign', 'J. Cole",2019,3OJ4LEE50iFELaHiZ09zif,69
"Vince Staples', '6LACK', 'Mereba",2019,3Vj8RQkFwOmDvUrwu6MtQZ,69
"Echo River",2019,40f4bFrEnG7TBLD7FFRqQj,69
"Taylor Swift', 'Dixie Chicks",2019,4AYtqFyFbX0Xkc2wtcygTr,69
"Matilda Charpie",2019,4FE9jhuatcOZZYoHdBDN8T,69
"NAV', 'The Weeknd",2019,4hqOmrCCJKyiuwDexd8c2t,69
"Justin Moore",2019,4lSfhHd5Knwl8yQw2cVjAD,69
"Grupo Firme",2019,4MDLvDUSbL6TEtc12CxNyp,69
"Sarah Jeffery",2019,4o05DiC0RQ9DNtGJGauwna,69
"Summer Walker', 'London On Da Track', 'Chris Brown",2019,4otQJBpb8okSeykALR3eCH,69
"SiR', 'Kendrick Lamar",2019,4sFzG7iUlyPmuyASCkre9A,69
"Stray Kids",2019,4WuKHgxdCJsaOBIh7yndty,69
"Chris Young",2019,59JBsvbxoibwgWLVE61acB,69
"Lori Dulac",2019,5CC8QT7TuttcXXSlj5cx2T,69
"Kacey Musgraves",2019,5EeQQ8BVJTRkp1AIKJILGY,69
"NF', 'Sasha Sloan",2019,5lehoWkVPujeOAwb8BO0uK,69
"Saweetie', 'Jhené Aiko', 'City Girls",2019,5LTdRSQOg63EazLbKZbWn2,69
"Luke Bryan",2019,5M3v6frAiTyqenNAeQVcxC,69
"Václav Slezák",2019,5NDJhWYEfJbARTnlyXISpP,69
"Factorial FX",2019,5PXuSSMvae2tJuQj78DR5d,69
"Calibre 50",2019,5TVpVYcU47B23onx6llnvv,69
"Brooks & Dunn', 'Luke Combs",2019,001UkMQHw4zXfFNdKpwXAF,69
"Reykon', 'Maluma",2019,00Ia46AgCNfnXjzgH8PIKH,69
"Louis Tomlinson",2019,00Z0GIRi0l7WqQnQJCo5S2,69
UPSAHL,2019,06ioYJ99HHjzRk8HrGfkKS,69
"Avenue Beat",2019,0ADmzFBX4aO3kFymfXpZeE,69
"Blue Ivy', 'SAINt JHN', 'Beyoncé', 'WizKid",2019,0B3FovCVaGKS5w1FTidEUP,69
"Rod Wave",2019,0by8c0tvXiwBHKkCpsvLNt,69
BTS,2019,0eeeyCAGnGZInPtpkdYiPa,69
"Tyler Childers",2019,0fCwTrRNfoNk962ati8n2K,69
"Souly Had",2019,0FtuxFKzjbVCQAA3UQZXll,69
"Luke Combs",2019,0nYvjcSlCgjcwogQAwIwNp,69
"Payton Smith",2019,0p16vTKfS8UpdZJqfaKMCB,69
"Esteban Gabriel",2019,0SLnqaBaYLFH3ncId7ClCU,69
Ambiworld,2019,0xmwsmYdbXuZDHeixtATZF,69
"CHUNG HA",2019,0xq4ZTcmwBfkPGo4RRKmMe,69
BLACKPINK,2019,0zYqFyhiTj419q56lNsjk0,69
Labrinth,2019,18wCJcoFmXZ0jfrFhF6cYS,69
"Lunay', 'Lyanno', 'Anuel AA', 'Brytiago', 'Alex Rose",2019,1fXEkSum1vbTa3w0yvYzYW,69
"Kristen Bell",2019,1gilgPrTkkZTp09Xf8zCmK,69
"bbno$', 'Yung Gravy",2019,1IhMuuTCpO0K7BM2MmIZ0w,69
Blueface,2019,1JGaV39uhSQd2eAteOxFlF,69
"James TW",2019,00f9VGHfQhAHMCQ2bSjg3D,68
"Virginia To Vegas",2019,02Ygu8lo3qSknRpcBnspso,68
"Lil Peep', 'Lil Tracy",2019,07stbgVp3PNKRk12IQ0ZCh,68
"DJ Khaled', 'Travis Scott', 'Post Malone",2019,0b6UoVjUzFyZNpHI0aAhKt,68
"Elevie J",2019,0MAXHRBvH3yjPrmaIk0ela,68
"Teyana Taylor', 'King Combs",2019,0rbnYyj0Zq2pNJSzWqtf4g,68
"Machine Gun Kelly",2019,0uFNdjWpogmaJYp2zlNJj5,68
"Trey Songz', 'Chris Brown",2019,0UvBmQOhu4DVXJtdzGc5eV,68
"Motionless In White",2019,0YZEYxd1oiqZRFhnnmTKKi,68
"Mahogany Lox",2019,1CF5kzz5XDBAL24wtVyyTJ,68
"Yung Pinch",2019,1JmEymqQwLXvCg3sJ7gz0n,68
"Cage The Elephant",2019,1KuVdyg8d6NlRhbpHxg5UF,68
"The Outdoor Library",2019,1ODtZW4pDlZtl0UyPg0ax3,68
"Alec Benjamin', 'Alessia Cara",2019,1roCmBlcpV7LzsmB7pmCyt,68
"Jovanny Cadena Y Su Estilo Privado",2019,1S7FT0rhQ6AaTg0yBbFxYS,68
"Julia Michaels', 'Selena Gomez",2019,1XJ93XskwJf7PCyIVLbNBt,68
"Billy Eichner', 'Seth Rogen', 'JD McCrary', 'Childish Gambino",2019,1ymvyDsiAUbzEhmSkfCSYh,68
"Matoma', 'MNEK', 'Kiana Ledé",2019,2ak79ho44RiDi9DFrqYgfq,68
"Bring Me The Horizon', 'Death Stranding: Timefall",2019,2eZjO58Qe9og2xmyfw4qwJ,68
"Daniel Caesar', 'Brandy",2019,2fhePAlCSsJplwkjqMYpVm,68
"Zac Brown Band",2019,2GHJ7SJUd1KunqhFyI7vFf,68
"Nina Nesbitt",2019,2lgyZWQSJWmswrLJyM27kB,68
"Vas Bela",2019,2qHGPanT2ux9hwZDbmPr8t,68
"Arlette Leduc",2019,2QuojUtKiQ7l8ZQMDelt3s,68
"Polo G', 'Lil Baby', 'Gunna",2019,2VIMXmWUIqhMqg6h5FOFPG,68
"Silje Månsson",2019,3a14Ywse8vF62KNc7zI4wW,68
"Tosh Møller",2019,3eMTcFDfBkdUxzRDAb8Krs,68
"Usher', 'Ella Mai",2019,3Ey11v2aiX14s4wBaYbhlp,68
"Eric Badanti",2019,3I3WY0C7AQMe6Z6hMUQqd5,68
"Kygo', 'Valerie Broussard",2019,3Kuu5vASpXK8oRsxOvau6P,68
"Cody Johnson",2019,3OjNkFFZavF89xvRqWCXmU,68
"Yonder Dale",2019,63yQS5uf762DJHLssPlrNw,68
"Bruno Major",2019,6AxRGtu8gdKPeynxdHsmzC,68
"DJ Khaled', 'Chris Brown', 'Lil Wayne', 'Big Sean",2019,6Dq8FZrvx9S28iyaKSwn9x,68
"Avicii', 'A R I Z O N A",2019,6EBlOYNcZ8MrdEov9lEdV6,68
"Pathos Humano",2019,6eck4C7AFDsmv8AAwozNa1,68
P!nk,2019,6jfEZdUJ2Yla6h7gTJgKuo,68
"Jasiah', 'Yung Bans",2019,6Js9pKLTyVw7xZQ1MIjkVo,68
ATEEZ,2019,6k67RdkVjTZj79c1cRz7IQ,68
"Delle Alpi",2019,6nx6oC4HgnZOxC4dgsPiIU,68
Moe,2019,6QlKONDgjp9JqcthAtDlKk,68
"Walker Hayes",2019,6UbUXwQn2CM5mb9vHgt1Gz,68
"Jacquees', 'Lil Baby",2019,6uNuT1YKpKjgZOOKiY4Nmf,68
"blackbear', 'Tiny Meat Gang",2019,6URlKrAIlJJwHnHxxXWywt,68
"Keira Conlon",2019,72mDETn3Ba8yVewAcqnlqQ,68
"Bea Miller",2019,77o1HdXHm1hLd7Ebe9ygd0,68
Cannons,2019,7MXMcK1xAEYzkfjKKwh6ry,68
Ciara,2019,7ssEhls1ZYEGtBsoovkMSe,68
"Havanna Chandri",2019,7vfYsS34eZojVLXsknEj1J,68
"French Montana', 'Rvssian', 'Post Malone', 'Cardi B",2019,7x9nXsowok1JszkVztI5NI,68
"Jupiter Grains",2019,3tCBeat5YZBwLf61yoQJ9v,68
"Tito Torbellino Jr', 'Tony Aguirre",2019,3u2ingQrmEVBJ6IJ0adpkW,68
"William Edessa",2019,3u9BK8XIFDSrzIePbJYvvp,68
"88rising', 'Stephanie Poetri', 'Jackson Wang",2019,3witRpHWHqArlnt6GTlH2Y,68
"Eric Bellinger', 'Chris Brown', 'OG Parker",2019,3wtbl8uMml7VgxaDEvGCJ7,68
half•alive,2019,48XkVAagIoQHCsOlJtXUd5,68
"BTS', 'Charli XCX",2019,4c1WgUnHXq2LEncGHKgj1I,68
"Jaden', 'Kid Cudi",2019,4D1eVq5AUILwjg3tAe7o6M,68
"Jasiah', '6ix9ine",2019,4iO6aCCNBAN2TGTD5JYIiq,68
"Lil Tracy",2019,4IOmpWHND1FVjT7EFeZhLp,68
"Bhad Bhabie', 'Kodak Black",2019,4lFBfri98nc9yDjQKVaQZ0,68
"Drax Project', 'Hailee Steinfeld",2019,4oPWkP9zQ5ANBbfdHGOvKF,68
"Rod Wave', 'Kevin Gates",2019,4ovta8hB5ymzzsR5EaCEdx,68
bülow,2019,4PMLEEYw4mblYsPlDSHKyu,68
"Summer Walker', 'A Boogie Wit da Hoodie",2019,4Qxn47gWPSucovKrMyRf1z,68
"Anderson .Paak', 'Smokey Robinson",2019,4SBVWkRIMJ6WBCYPvr5Bwr,68
"EARTHGANG', 'Young Thug",2019,4u8xrKWeF7xBO9kGwIk6u7,68
"Naturaleza FX",2019,4UFlnhDTGyKvlhOQziDHkG,68
"Ed Sheeran', 'Chance the Rapper', 'PnB Rock",2019,4wuCQX7JvAZLlrcmH4AeZF,68
Shaman,2019,50CgKxfyJhZZFMTfbYBE6E,68
"Ari Lennox', 'J. Cole",2019,5BOBHIBuzvQuIYL1E1nDzl,68
"Lost Kings', 'Loren Gray",2019,5d1fRO6RYAtbPPgbpSHnlA,68
