artists,song_id,year,avg_popularity
"Agust D",3wS2dXzQw58b1e3AR8YStR,2020,72.0000
"Lil Skies",5yrqY5yKBuBjIS4luMlgCx,2020,72.0000
"FLETCHER', 'Kito",5Z0AM9HW78XIyZqF2BPasr,2020,72.0000
Future,66z5CuZkqkb18VhFTRwbZk,2020,72.0000
"DVBBS', '24kGoldn', 'blackbear",68UW3plyDDNg1dkNIZRezJ,2020,72.0000
Future,6PHbWsTTlmQKF9i9VC1KFv,2020,72.0000
"Don Toliver', 'Offset', 'Quavo",6SPgp2qK3fb4wPX1SldrNf,2020,72.0000
6LACK,6tfEKQWSonINLZgXEQ9aRK,2020,72.0000
"Run The Jewels",6tfrMstZ8tw7nZJ6HP0PyW,2020,72.0000
Kehlani,6TrdeNEgbKuBqIToRfdWMY,2020,72.0000
"Frank Ocean",72794Eag03xdy7TO0KNuid,2020,72.0000
"Ricky Martin', 'Farruko",73HSOVmGMA0Qfo4ujlM1GF,2020,72.0000
"Kygo', 'Sandro Cavazza",745bEQatiiXDtBe1AdQY2P,2020,72.0000
"Pop Smoke",792HwhrdO3ErRKL5yRe4Ge,2020,72.0000
"Yung Gravy', 'bbno$",7BYppcUTuG5ysmaJlGSt3t,2020,72.0000
Lauv,7cDpMO5wuWgvv3j4INRBeB,2020,72.0000
"Tory Lanez', 'Mansa",7DHNcoR73yUYCSn6PqBgkH,2020,72.0000
"Pop Smoke', 'A Boogie Wit da Hoodie",7iBKCNKl5UjxfOgyxnQ6q6,2020,72.0000
"Lil Nas X', 'Nas",7ikRId3U9AXd6tfF2fbItC,2020,72.0000
"Moneybagg Yo', 'Lil Baby",7qeWNGBqqagdwf4KnjRzGZ,2020,72.0000
Elderbrook,7rBpjxstrSsuOLqnuOC028,2020,72.0000
"Epic Soundscapes",7rQ1E6bl6UMhrRhf8quVIR,2020,72.0000
"SAYGRACE', 'Tate McRae', 'Audrey Mika",7tMEUrMaMzE0YptCGfsXzt,2020,72.0000
"Alessia Cara",13QIjo2iGBgl56mNDjJOet,2020,72.0000
"DaBaby', 'Future', 'jetsonmade",16oi4OiKmkO51l60F5R9kR,2020,72.0000
Kodaline,1b3nlcP6hogIzYRVK2Ui7K,2020,72.0000
"Run The Jewels",1EjzcBTVLV7ATtdsQwyV31,2020,72.0000
"Louis Tomlinson",1eqwjXdMTed8Pz3PLNcHe9,2020,72.0000
"Carin Leon",1nLs8r6K4YN0avBwUmmTnr,2020,72.0000
"Gracie Abrams",1tF7RL54zjHSy0N2qEQLDY,2020,72.0000
"Olivia Rodrigo",1v6svH1Fyx9C1nIt1mA2DT,2020,72.0000
"Kehlani', 'Jhené Aiko",1YqXXJDSlDHrp66g9as4uo,2020,72.0000
"Lil Baby",1ZRjLZcNTm1vUgrexBp3px,2020,72.0000
"Tyla Yaweh",18LhA0zBzAa2YnhcN3hWGa,2019,72.0000
"Ed Sheeran', 'Travis Scott",1DhRbox3xkceP64k3JeYfW,2019,72.0000
"Farruko', 'Bad Bunny",1g2Z2lOrwayOzDqOc8EfbR,2019,72.0000
"John Mayer",1HNywa8Bk0TmzRwQrzhtPo,2019,72.0000
"Tyler, The Creator",1hz7SRTGUNAtIQ46qiNv2p,2019,72.0000
"ilyTOMMY', 'Savage Ga$p",1K4OfBFaLleSUaUVjp1l2X,2019,72.0000
"Xavier Weeks",1ooO1j7bseZCHaCFxVpoMq,2019,72.0000
FLETCHER,1Pj5oOFzLYELyyeh1IYRK0,2019,72.0000
"Josh Gad",1Tt7zr1yDbKbT8L4jzSZ74,2019,72.0000
"Freddie Dredd",1vvBUZseJ7fwYPX1NedOLd,2019,72.0000
"Kelly Clarkson",1Y9cAYTmyWJCcmfqdG2I29,2019,72.0000
"Taylor Swift",4y5bvROuBDPr5fuwXbIBZR,2019,72.0000
"Sam Hunt",53F1MVa1BWUkTBbVqgVAfN,2019,72.0000
"Matoma', 'Petey', 'Wilder Woods",58fGC7ZRlPhW1J7kLx1goK,2019,72.0000
"True Damage', 'Becky G', 'Keke Palmer', 'SOYEON of (G)I-DLE', 'Duckwrth', 'Thutmose', 'League of Legends",5C0ivQMxes2lWuOANhvVAm,2019,72.0000
"Lewis Capaldi",5C1TucCRf4Vjjree1OItyv,2019,72.0000
"Chris Young', 'Lauren Alaina",5DrmJ25aHuPBImk1kLp5Of,2019,72.0000
"Will Smith",5f2TWu6R2YYCJtLQ0fP78H,2019,72.0000
"Lil Mosey",5fmTiyocDfiXbUZ4SpdXRm,2019,72.0000
"Myke Towers', 'Farruko",5KbBGUpIZd6gVFUU8tqYiQ,2019,72.0000
Drake,5r7WvQtyPfy1xch5zMgGRp,2019,72.0000
NF,5rLyYxZNzca00ENADO9m54,2019,72.0000
"Ed Sheeran', 'Yebba",5ug4vqGZ3eisGhY1IsziNX,2019,72.0000
"Juanes', 'Christian Nodal",02lGHA7bFFplYLihnUWTx8,2019,72.0000
"XXXTENTACION', 'PnB Rock', 'Trippie Redd",03eJ2DclFWXYU8GWgANdmZ,2019,72.0000
"Harry Styles",03mMSLEJCPoGJwQhHpN5y0,2019,72.0000
"Lil Peep",08AJ0xQv5LRZsvXf1Jkr2y,2019,72.0000
"Khalid', 'John Mayer",09oZ9eXQ2fo6YDrPzJqAoP,2019,72.0000
Gunna,0BOmhToQ03yOdpzYKMEnAg,2019,72.0000
"Cody Simpson",0ccwMrlZONy5yXrirq7lTe,2019,72.0000
"Bebe Rexha",0i0wnv9UoFdZ5MfuFGQzMy,2019,72.0000
"DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B",0KoiMHhqKLoL4xM54rcWYY,2019,72.0000
"The Vamps",0LcNMuOiULmxJK3bdHTfDF,2019,72.0000
"NOTD', 'SHY Martin",0OJN2A3Qyvd7pwSF0AIteC,2019,72.0000
"Camila Cabello",46D0hYb1B7qiU33VtXt21W,2019,72.0000
"James TW",49PVaqTTK6qn8Ku5BIR8Gt,2019,72.0000
"Doja Cat",4cTm3Ev9bUvy4ChJjB1nhl,2019,72.0000
"Sleeping At Last",4g2WiijzSKzH8PApKDbadN,2019,72.0000
"Pitbull', 'Daddy Yankee', 'Natti Natasha",4gqMVEJSaL5nNeKj5WmVoT,2019,72.0000
"The Chainsmokers",4h8Pmw3RELdsanPjssyJoB,2019,72.0000
"Gabrielle Aplin', 'JP Cooper",4P6g8wuXeR3wznFk7WnI4w,2019,72.0000
"Ariana Grande",4T652DlATVHe0jdLKaN3Bw,2019,72.0000
"Luke Combs', 'Brooks & Dunn",226le7T3p82reYWzsi9Hsz,2019,72.0000
"The Outdoor Library",247djZ4tbKkV0bPJ0gW5Zk,2019,72.0000
"Liam Payne', 'Quavo",29JrmE89KgRyCxBIzq2Ocw,2019,72.0000
"Sam Smith",29MOOOmMRPeWyPwKQFoF5t,2019,72.0000
"James Arthur",2deFH5zveEBEUuURpqTN3C,2019,72.0000
"Foster The People",2flxduIqEbsicdmPyj1WVW,2019,72.0000
"Bazzi', '21 Savage",2FqqVHvC4eKrsk97vpMRid,2019,72.0000
"Ariana Grande",2hloaUoRonYssMuqLCBLTX,2019,72.0000
SYML,2NeM9rfWo70KQej9GxeaoL,2019,72.0000
"Tay Money",2OBot5OpoT4deri6VkYCyW,2019,72.0000
"Lil Dicky",2S1LebN6AXXQqJolBxlWgO,2019,72.0000
"Swae Lee', 'Drake",2sqsNXfN0HtgDEgaHXiUTa,2019,72.0000
"Tyga', 'Offset",2toVe5hfuIi97ytDPDbQFt,2019,72.0000
"AJ Mitchell', 'Ava Max', 'Sam Feldt",2wenGTypSYHXl1sN1pNC7X,2019,72.0000
"Lil Tjay', 'Lil Durk",2wUwC1gBJIC05JH87v2hgN,2019,72.0000
"Zedd', 'Katy Perry",2XWjPtKdi5sucFYtVav07d,2019,72.0000
"j-hope', 'Becky G",6wyr4ReB05D9sJB1Rsmcqo,2019,72.0000
"Brain Timbre",6XOdosD9300UayFoY52NJE,2019,72.0000
"League of Legends', 'Cailin Russo', 'Chrissy Costanza",6zAiRKvAMlXHxEtyO4yxIO,2019,72.0000
"03 Greedo', 'Shoreline Mafia",6ZxX2vmH5WLufcOqenLjfb,2019,72.0000
"J Balvin', 'Bad Bunny",71pEiUWwfDFiRO6RmFpnBf,2019,72.0000
"Arlette Leduc",7arWoSrPeW1uiCGbCu0Igm,2019,72.0000
"Summer Walker', 'Jhené Aiko",7EkiMl81fUHVwpItgtzI4r,2019,72.0000
"Kane Brown",7epGknfpAlH1u33S71Ur1o,2019,72.0000
EXO,7fK0csBoqbcgUuWGV0cpoD,2019,72.0000
"Big Sean",7IP0lO9tHfNwBWZ9X6TJ84,2019,72.0000
2KBABY,7JVfHOV7ylgOUKaHnPMafs,2019,72.0000
Gunna,7KVPsVMOK3NL7subwJ0dZj,2019,72.0000
"Jonathan Groff",7namdlOhbtsc8FvoSafOQt,2019,72.0000
"Noah Kahan",7nDFTHHwfe32a8qdp9XqPy,2019,72.0000
"Natanael Cano', 'Bad Bunny",7pNAvsuTCFaXzSSUmfBPxz,2019,72.0000
Koffee,7sd72KZS8D59g5NmhxyHpJ,2019,72.0000
"Chris Lane",7yNJCsUH3tXlpQiHSsAc5l,2019,72.0000
ITZY,7zFBtYAVURF3bUVqEQ6UUu,2019,72.0000
"Camilo', 'Shakira', 'Pedro Capó",302I7g0l3jmAbzFu9WBCmu,2019,72.0000
"Melanie Martinez",37pf8jSeCGlzgQPIfVHO6X,2019,72.0000
NF,3EtyEzMpfKSaoVhPunvbRV,2019,72.0000
"KYLE', 'Lil Yachty",3fVIFpU3VdSEoR82DaYe79,2019,72.0000
"Rich The Kid",3KLo7ByvjCNyBrfz5DZ2mO,2019,72.0000
"Zara Larsson",3OTSBoYKO7HzGVj8Bu2OH9,2019,72.0000
"Lana Del Rey",3RIgHHpnFKj5Rni1shokDj,2019,72.0000
"Young Thug', 'Travis Scott",3RZftiuTcLOqpsd8ZlwNhr,2019,72.0000
gnash,3Uu6pcfL9xsdfsKRx3DXRf,2019,72.0000
"Tom Petty",5yAu4njFSdM47dfsTkQPZ2,2019,72.0000
"La Adictiva Banda San José de Mesillas",61EYS0IsjrEEfaIKdayWpO,2019,72.0000
"Machine Gun Kelly",63h44N1oLElnzut7RxZt6Z,2019,72.0000
"Ryan Hurd",64wjSAPLRnrjNByQCxnX3u,2019,72.0000
"El Fantasma",66SvxvblhUIEL6awyLMGL2,2019,72.0000
"Sam Feldt', 'RANI', 'GATTÜSO",6b1RNvAcJjQH73eZO4BLAB,2019,72.0000
"Lil Tecca",6eSU1exzDvBEXmBRxspeh5,2019,72.0000
OneRepublic,6hLkeOMrhZ2CMLBp2of576,2019,72.0000
BTS,6KUE0HSSudAp9AOycaF6SH,2019,72.0000
"Khalid', 'A Boogie Wit da Hoodie",6PYnUsNEpYC7A4BS2sjw3L,2019,72.0000
"Maggie Rogers",6QTPacyXkZWG9FMwq6L1hJ,2019,72.0000
"Bryson Tiller",6S5dMjMifQYmyTu1mX4f8P,2019,72.0000
"John Mayer",6TL3MOcVW8i1UiJkvhpDbR,2019,72.0000
"benny blanco', 'Juice WRLD', 'Brendon Urie",5YAP8zpqj1eIX88makBjDe,2018,72.0000
"Lil Peep",6akBF8JWM8lrpqejdwIfYI,2018,72.0000
"Bea Miller",6E37j4b44JGpdk297urpKM,2018,72.0000
"Jason Aldean",6EGAfJaLUFzhS4zRBIEQ2J,2018,72.0000
"Travis Scott",6NMtzpDQBTOfJwMzgMX0zl,2018,72.0000
"6ix9ine', 'DJ SpinKing",6SOBCABlykuNrO04rmXpLs,2018,72.0000
"Kiana Ledé",47cQCF21TczFSmGfpd7c07,2018,72.0000
IU,4as4XEOR03oGm1STUKl6pa,2018,72.0000
"Bebe Rexha', 'Florida Georgia Line",4e4fqjx0Izh4svvTef1z7e,2018,72.0000
"KYLE', 'Kehlani",4F1yvJfQ7gJkrcgFJQDjOr,2018,72.0000
Wallows,4gZDCOFuLCxCRWNhSEcOtJ,2018,72.0000
"Playboi Carti",4IO2X2YoXoUMv0M2rwomLC,2018,72.0000
"Jordan Davis",4LiMQ6G9n84rDUBs9wtwz6,2018,72.0000
"Carrie Underwood",4objxuNfJlJHomkRIPa2Y2,2018,72.0000
"The Weeknd",4ppTAJUbNXELZcoUaL90wo,2018,72.0000
Joji,4sbtM9ORGwmxGkXfctXbJq,2018,72.0000
"Shawn Mendes', 'Zedd",575NJxNUVDqwJGdzBrlLbv,2018,72.0000
"The Chainsmokers",58kZ9spgxmlEznXGu6FPdQ,2018,72.0000
"Maluma', 'Nego do Borel",5cepAtqnEQ6yVG6088zMMu,2018,72.0000
"Red Velvet",5GKwq4sO5ZHKuWaDmdwMQc,2018,72.0000
"YBN Nahmir",5gQcxYXqnofyocKgEbGYKt,2018,72.0000
Clairo,5mIOsPuQdXchVY0jB5NO9Q,2018,72.0000
BTS,5Sn2fm8aisVlR7S6u1KW57,2018,72.0000
Bazzi,5TVirkSwFEXF1nLJEebe2I,2018,72.0000
Ruel,5VjTlCuX8C11QDunDwvyNh,2018,72.0000
"Post Malone', 'Swae Lee",5VuxWXbt7XENQCtE9TzpTv,2018,72.0000
"Madison Beer",13W2FZtELfJiVBst64qKf4,2018,72.0000
"Ariana Grande",14kYOiFVPb7E7NfFbqhdln,2018,72.0000
Logic,17N5FdRwJuv3UXQ7MHnbhF,2018,72.0000
"NOTD', 'Bea Miller",18W92Zm1KjLCbUIszOhpkD,2018,72.0000
"Juice WRLD",19m3E0nMZobyA93AxMXC32,2018,72.0000
"6LACK', 'Khalid",1AROE0XcC4ySCxXF65mutZ,2018,72.0000
"Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi', 'Juicy J",1BuZAIO8WZpavWVbbq3Lci,2018,72.0000
"Twenty One Pilots",1E1uGhNdBe6Dddbgs2KqtZ,2018,72.0000
"tobi lou",1F1QmI8TMHir9SUFrooq5F,2018,72.0000
"Mitchell Tenpenny",1G4cdOtF36ZCs6i2dZoC87,2018,72.0000
TWICE,1IX47gefluXmKX4PrTBCRM,2018,72.0000
"KAROL G', 'Maluma",1mT47pKLXUwPYGwB91GcNz,2018,72.0000
"Leon Bridges",1Omt5bfz1tZUCqd26HxbS0,2018,72.0000
"Roddy Ricch",1ttPzkTSpQUFcEGx8bjerL,2018,72.0000
ZAYN,1V1NpX9DlBb9koXof9nIBF,2018,72.0000
"Bad Wolves",1vNoA9F5ASnlBISFekDmg3,2018,72.0000
"Calum Scott', 'Leona Lewis",1x3W8RZxW94lrVGhP95qA6,2018,72.0000
PRETTYMUCH,07ipXN6CNTw34qwSYePKpg,2018,72.0000
Anne-Marie,0DC7Zs2qvAbNK1owWQ4mlL,2018,72.0000
bülow,0g21KZ1XJuhwexWPLpuEt1,2018,72.0000
SHAED,0lsRatBUs9HNIZAmoGABzk,2018,72.0000
"Aldo Trujillo",0SIooo95Kba3UwPBRUOcmd,2018,72.0000
"Juice WRLD",0WZFN4E8HrmGUU0EMyKQ8c,2018,72.0000
"Bas', 'J. Cole",0YAQnYt2oB8OdoaeqnHyTI,2018,72.0000
EXO,0yB4jrSwN0bFtFRDR5vyMj,2018,72.0000
"AJ Mitchell",38nKfxyRrjYfx0ODX1W5yB,2018,72.0000
"Mac Miller",39NDBdU5Xkm5pCFGa5kZtI,2018,72.0000
BTS,3aW0ds4A4tSQDIp75FqWTo,2018,72.0000
"Kris Kross Amsterdam', 'The Boy Next Door', 'Conor Maynard",3DGar7krWlmrXRFHBcQF6z,2018,72.0000
"Burna Boy",3FskQrDXcY24ur2fCvz35O,2018,72.0000
"Bhad Bhabie', 'Lil Baby",3nQQotHU6YtE0Z4kiMNoW8,2018,72.0000
"Arizona Zervas",3ntcm3V9ByPKN6cstxXh80,2018,72.0000
"Clean Bandit', 'Demi Lovato",3NuK5xMlSlB6K2Qp16zf3h,2018,72.0000
Drake,3qN5qMTKyEEmiTZD38BNTT,2018,72.0000
"The 1975",3TgMcrV32NUKjEG2ujn9eh,2018,72.0000
"Kanye West",3U21A07gAloCc4P7J8rxcn,2018,72.0000
"Jimmie Allen",3VamXAvVMczcS2PTYtPfBQ,2018,72.0000
"Lil Wayne', 'Ty Dolla $ign', 'XXXTENTACION",3vWzyGTu6Ovo1GdrcJqH6e,2018,72.0000
"Daniel Caesar",23c9gmiiv7RCu7twft0Mym,2018,72.0000
"Lil Baby', 'Gunna', 'Lil Uzi Vert",2bSk87AVkCIIC3Bcligq1z,2018,72.0000
Eminem,2jt2WxXMCD4zjACthkJQVE,2018,72.0000
"Denzel Curry",2LNMhZ3YijTO7USmqjgJfG,2018,72.0000
"Troye Sivan', 'Ariana Grande",2NjO87HyT80fsgejd3PLYW,2018,72.0000
"Vance Joy",2RiBogNRfulkNf7fVbPOrJ,2018,72.0000
"Eli Young Band",6uVzeU47Qzg0rrMneP5BNg,2018,72.0000
Kina,6vJ6FR4WtlKSxe8lmh3F1C,2018,72.0000
"Travis Scott",6vnfObZ4Ys70SBAtti1xZ9,2018,72.0000
"Lil Baby', 'Gunna', 'Drake",6wWaVoUOzLQJHd3bWAUpdZ,2018,72.0000
BTS,6Z7m5DLNPOaPg9T6nXK0rQ,2018,72.0000
Cuco,6zHyWsqTzT6Fympdy9KQDQ,2018,72.0000
"Cardi B",74cVJfmK18rhWnscIpGXjt,2018,72.0000
"Lonely God",755inykyaG4w22GWAsA3MX,2018,72.0000
"The Weeknd",7DKS0rX27cCEPsK0R6tFWS,2018,72.0000
"Becky G', 'Prince Royce', 'DJ Luian', 'Mambo Kingz', 'Anuel AA",7dNwJbsT0sg1le5kVugGJb,2018,72.0000
"Banda MS de Sergio Lizárraga",7EY91l11hOnYIytcxFgvDN,2018,72.0000
"Travis Scott",7KZ5MMVgBVox9ycroB2UrI,2018,72.0000
BTS,7L8hkKW4hnemNfuOfEZcle,2018,72.0000
"Mike Williams', 'Mesto",7qZOnik9K8Mv987ccBjwwj,2018,72.0000
"Ozuna', 'Romeo Santos",7uYgVgRSgqluZclLS7wpp4,2018,72.0000
"Avicii', 'Rita Ora",75NhhYjHO43mvZgYtnXgti,2017,72.0000
"Jeremy Zucker', 'blackbear",7cflqPPi3zWfLFRRBTWeh6,2017,72.0000
Thundercat,7CH99b2i1TXS5P8UUyWtnM,2017,72.0000
"Louis Tomlinson', 'Bebe Rexha', 'Digital Farm Animals",7F9vK8hNFMml4GtHsaXui6,2017,72.0000
"Justin Bieber', 'BloodPop®",7iNIg7XDEaYECfWD5dJ9Va,2017,72.0000
"Puri', 'Jhorrmountain', 'Adje",7tXCV0UwFwBxqum6i25you,2017,72.0000
"Sam Tinnesz', 'Yacht Money",7vguMCv8uVuZLiQJ156u3Z,2017,72.0000
NEFFEX,7wOqBOryVGD3nqDUihDSwL,2017,72.0000
Timmies,1FBuBhNZ8dmjUBWR58UOQv,2017,72.0000
blackbear,1nMYtxDrONcoGnKRvxTwPv,2017,72.0000
"Lil Peep",1tlrTC3x7viJ1U30oOFGdF,2017,72.0000
"Trippie Redd', 'Travis Scott",3YeJXuRSNS5FYwOsDu44kD,2017,72.0000
"Playboi Carti",3yk7PJnryiJ8mAPqsrujzf,2017,72.0000
"Mother Nature Sound FX",41ngfIhPv1DkwHozVjH5Yc,2017,72.0000
"Lil Pump",43ZyHQITOjhciSUUNPVRHc,2017,72.0000
"Axwell /\ Ingrosso', 'Axwell', 'Sebastian Ingrosso",4b2tcjrG1qUkSdsqEFP2dB,2017,72.0000
"Tyler, The Creator', 'Frank Ocean', 'Steve Lacy",4bEcoz1OcfMgUbp2ft8ieQ,2017,72.0000
"J Balvin', 'Willy William",4ipnJyDU3Lq15qBAYNqlqK,2017,72.0000
"Declan McKenna",4sNG6zQBmtq7M8aeeKJRMQ,2017,72.0000
"Harry Styles",4u9Y4Z9i9VaAbBK7rW1Rha,2017,72.0000
"NAV', 'The Weeknd",7zxRMhXxJMQCeDDg0rKAVo,2017,72.0000
Ozuna,5Y9fnynLlIvqtM710MHzfz,2017,72.0000
"Martin Garrix', 'Troye Sivan",6jA8HL9i4QGzsj6fjoxp8Y,2017,72.0000
Engelwood,6kx8Hf1Udk4V0Ivq6zpoyG,2017,72.0000
"Romeo Santos",6r46lnXFbE9fr2d3KNaGbe,2017,72.0000
"Weather Factory",4xyiM6KWF90l9wQh07GJvN,2017,72.0000
$uicideBoy$,4yORBk6ZyYsJpnJchyZevc,2017,72.0000
sagun,506O2O13slCAUEo6w8aqr8,2017,72.0000
"Josh A', 'Iamjakehill",56TOfxnRzSRbFRw8J6C4IT,2017,72.0000
"Lil Baby",5BbdKBZO0TH0GhfxUfyhL9,2017,72.0000
Halsey,5ln5yQdUywVbf8HhFsOcd6,2017,72.0000
"Chris Jeday', 'J Balvin', 'Ozuna', 'Arcangel",5LVoGJTyG6fLJgoGkY2QAZ,2017,72.0000
Ozuna,5u5MvmVtitax9R1Mxh3reC,2017,72.0000
"21 Savage', 'Offset', 'Metro Boomin', 'Travis Scott",5u6vkDnOyaf8LsteDAj2ub,2017,72.0000
SZA,2fXwCWkh6YG5zU1IyvQrbs,2017,72.0000
"Noah Cyrus', 'XXXTENTACION",2S2od3hT7ceytw7d1pTRuE,2017,72.0000
Ghostemane,2Vc6NJ9PW9gD9q343XFRKx,2017,72.0000
"Chris Stapleton",06gD2ZtK3Dzc1BYqWExQJJ,2017,72.0000
"Maren Morris",09iyGiljLWRYXdRazFkdtJ,2017,72.0000
"J Balvin', 'Jowell & Randy",0atfY1ew83Ql9nNnJiD2t5,2017,72.0000
"Gryffin', 'ILLENIUM', 'Daya",0Ev562zA4pmUsBqjxsxxdx,2017,72.0000
"Carlos Vives', 'Shakira",0Gx4VrHzS7pZOEAGrmXXBH,2017,72.0000
"The Rain Library",0l1KG1a65GW39PsIEn1H5h,2017,72.0000
"Thomas Rhett",0OWZFobGSIW9GrSlQ9C5pc,2017,72.0000
"Kygo', 'Justin Jesso",0Zbbxnx4SGGHoIow4PpISP,2017,72.0000
"A$AP Ferg', 'Nicki Minaj",2YzmfPLqUx5CJOaw5ThsBV,2017,72.0000
"Macklemore', 'Kesha",2Za1AlJNvksouPPWbXpR2X,2017,72.0000
"Anitta', 'J Balvin",3Ga6eKrUFf12ouh9Yw3v2D,2017,72.0000
"Hugh Jackman', 'The Greatest Showman Ensemble",3IkWmgGsXbsafrunwPojXO,2017,72.0000
"Meghan Trainor",3KwwE4sgCzMaKWq6QBebmX,2017,72.0000
"Tee Grizzley",3muBQDekYAg7jm6hDu6R0Z,2017,72.0000
"The Score",3SWqGa1J0M7hSBUDM0KePD,2017,72.0000
"Unlike Pluto', 'Mike Taylor",3UEnF6y5tyHVtMzldS3svp,2017,72.0000
Tay-K,3wGXyJGsCf1myH5MooQIqE,2017,72.0000
"The Lumineers",3d8y0t70g7hw2FOWl9Z4Fm,2016,72.0000
"Kanye West",3nAq2hCr1oWsIU54tS98pL,2016,72.0000
Drake,3O8NlPh2LByMU9lSRSHedm,2016,72.0000
Sia,3S4px9f4lceWdKf0gWciFu,2016,72.0000
"Mac Miller', 'Ariana Grande",66wkCYWlXzSTQAfnsPBptt,2016,72.0000
"Nebu Kiniza",6JjEVlMkfHWMeYavkEYzNO,2016,72.0000
"Post Malone",6M0IsaUX4GNyto4niSegfI,2016,72.0000
"Kamaiyah', 'YG",4rr19p6NPfg8oUazZQnkS8,2016,72.0000
Adele,4sPmO7WMQUAf45kwMOtONw,2016,72.0000
"Enrique Iglesias', 'Wisin",6YZdkObH88npeKrrkb8Ggf,2016,72.0000
"Beyoncé', 'Kendrick Lamar",7aBxcRw77817BrkdPChAGY,2016,72.0000
"C. Tangana', 'ROSALÍA",7aFBy1CBLGnZE1Iv6TvEZE,2016,72.0000
BLACKPINK,7e7VjLxO5xJINHvnRytrqi,2016,72.0000
"Jon Pardi",7f08qp3HROTkfrtNpiYGGo,2016,72.0000
Adele,7IWkJwX9C0J7tHurTD7ViL,2016,72.0000
"Kanye West",19a3JfW8BQwqHWUMbcqSx8,2016,72.0000
"Frank Ocean",19YKaevk2bce4odJkP5L22,2016,72.0000
"Travis Scott",1Ci4wASMY4xtKVMeHA6Sd5,2016,72.0000
"Bad Bunny",1JxhrUWZjuI8AOjDJ1JpMN,2016,72.0000
"Swell', 'Shiloh",1XWLdjLUzNDxW7ggw8uQnM,2016,72.0000
"Ella Mai', 'Ty Dolla $ign",01JPQ87UHeGysPVwTqMJHK,2016,72.0000
"Florida Georgia Line",0BCy325UZyR9z0t0uxwn2N,2016,72.0000
Galantis,0gb1J5UrTpzaU1s3nupgCd,2016,72.0000
Skillet,0i8JFpqe9cKwnrcvoNgl1L,2016,72.0000
Beyoncé,0lnIJmgcUpEpe4AZACjayW,2016,72.0000
"Jon Bellion",0SuLAslEMFZAXf0SwY7syi,2016,72.0000
"Maleek Berry",1090OWoP6JTpYAaSSEBvGy,2016,72.0000
BTS,4z9gBZQjGS4QLb4LOvmeuA,2016,72.0000
BTS,54s6sdPuMjVtdB5d5KFzTC,2016,72.0000
"Anuel AA', 'Daddy Yankee', 'Wisin', 'Farruko', 'Zion & Lennox",5q2JbCNi4FcnglgPfxcV65,2016,72.0000
"Lil Uzi Vert",2ANLarE8yHVsLWW21nj79M,2016,72.0000
"Tory Lanez",2Gyc6e2cLxA5hoX1NOvYnU,2016,72.0000
"Jennifer Lopez",2hgzdQdnfWwtdpZbhZlV72,2016,72.0000
"White Noise Baby Sleep",20GlDz2SYsXF8pzdxguxfe,2015,72.0000
"Elle King",70eDxAyAraNTiD6lx2ZEnH,2015,72.0000
"$uicideBoy$', 'Pouya",70nmZhHZLNVYWP4NON41Zw,2015,72.0000
"Twenty One Pilots",7i9763l5SSfOnqZ35VOcfy,2015,72.0000
"R. City', 'Adam Levine",7x5xYW5W42OGPAdHUyyguy,2015,72.0000
"Cartoon', 'Daniel Levi",4B2kkxg3wKSTZw5JPaUtzQ,2015,72.0000
"Trey Songz",4NYwy0R3NdvORX2B6OZXBT,2015,72.0000
Vantage,36lNDeaRf8F8aYaP0zaHpm,2015,72.0000
"Meghan Trainor",3cU2wBxuV6nFiuf6PJZNlC,2015,72.0000
"Demi Lovato",56twMOlq9DJc3EgpVUVIrW,2015,72.0000
"One Direction",5CRVwXGikmqzoRO6q7FeAg,2015,72.0000
"Meghan Trainor",5k5fWendNngd89O8JKoE8L,2015,72.0000
"Cage The Elephant",5n0CTysih20NYdT2S0Wpe8,2015,72.0000
"Manuel Medrano",5QSYWruQQ7kBCHScI4xJ9g,2015,72.0000
"Ocean Waves For Sleep', 'Ocean Sounds Collection', 'Ocean Sounds', 'Fresh Water Sounds', 'Water Sound Natural White Noise",11Rm75lU5EmETsTR22C0gT,2015,72.0000
"Major Lazer', 'MØ', 'DJ Snake",1Lim1Py7xBgbAkAys3AGAG,2015,72.0000
"Jeremih', 'YG",0Dc7J9VPV4eOInoxUiZrsL,2015,72.0000
"Demi Lovato",0Mn3amMRMoabaoTf1Publ4,2015,72.0000
"ScHoolboy Q', 'Kendrick Lamar",0zO8ctW0UiuOefR87OeJOZ,2014,72.0000
"Calvin Harris', 'Alesso', 'Hurts",4J7CKHCF3mdL4diUsmW8lq,2014,72.0000
"One Direction",4JaLkM90MJutDAl5jD9BZX,2014,72.0000
"Andy Grammer",4MflGTO2ZTcSQ12bWcyRgI,2014,72.0000
"John Mayer",7cpCU3Denug5NGZsSpQl8v,2014,72.0000
"Bobby Shmurda",19gEmPjfqSZT0ulDRfjl0m,2014,72.0000
"Kenny Chesney",1dgWTMoHwTUnQhOQ8SR5fV,2014,72.0000
"Ed Sheeran",1huvTbEYtgltjQRXzrNKGi,2014,72.0000
"Clean Bandit', 'Jess Glynne",3s4U7OHV7gnj42VV72eSZ6,2014,72.0000
STARSET,3Xfg7AegXaDLoD5GOUMf2e,2014,72.0000
