artists,song_id,year,avg_popularity
"Chipmusic Heroes', 'Skully Tun",7m8Oe3Con71ujRIji78Ukb,2016,57.0000
"Flatland Cavalry', 'Kaitlin Butts",7rJRYP73BI3LLFtteweC2F,2016,57.0000
"The Chainsmokers', 'Charlee",7sG2bWi2eDtvX9vX8yC1Gn,2016,57.0000
"Beyoncé', 'Dixie Chicks",7tTElNyvXsfFcxDXIiH5cm,2016,57.0000
"Isaac Hayes",7wEGeUzpPNnHKfOtSgYjG4,2016,57.0000
"The Knocks', 'POWERS",42TrdbXsmLybxUGJczYbrJ,2016,57.0000
"Ameer Vann",46KyjsEobuGoWbH2CoWjCN,2016,57.0000
"Bad Lip Reading",471sXvN5C5vfMSBdKrGpo7,2016,57.0000
Rebelution,4d9dLobDQ4BcfNbOnSPHQC,2016,57.0000
"Run The Jewels",4E9RsETCexFzZfSovxFksR,2016,57.0000
"Kid Quill', 'Devvon Terrell', 'Mark Battles",4Je9DYC9fPdOjF3pfyoKrj,2016,57.0000
"Lewis Del Mar",4kK14radw0XfwxJDPt9tnP,2016,57.0000
"American Authors",4KSQ9el0QgTKKie5oCtKLe,2016,57.0000
"The Amity Affliction",4NHuyxiG4Cl2wfqWIzT1hL,2016,57.0000
"Roy Woods",4PZ4xyWBCCJqAeWI8uSLca,2016,57.0000
Hala,4Sr6N2pJXCb5VjdknAjblG,2016,57.0000
"Ra Ra Riot', 'Rostam",4WuDLbPWqwjyRvJK2jRCPS,2016,57.0000
"The 1975",51cd3bzVmLAjlnsSZn4ecW,2016,57.0000
"Marc E. Bassy', 'G-Eazy",52qH79XktzCUPkN0dlRbUs,2016,57.0000
"Chuck Wicks",57fGFSzxpGVosCuWWJeKTv,2016,57.0000
"Young Thug', 'Travis Scott', 'Gucci Mane', 'Gunna",5ALc7rbru6QOLGodVSDocc,2016,57.0000
"The Head and the Heart",5bAJhDTVCWVScr5Ev4LnB2,2016,57.0000
"Kendrick Lamar",5bBUDJUfGcG7eFy3Bf4fXv,2016,57.0000
"Jackson Breit",5bIV0X5jTmFPrTNMF4HLmF,2016,57.0000
"Denzel Curry",5BSz8sJO2YmKfNVQG7fq2J,2016,57.0000
"Mustard', 'Nicki Minaj', 'Jeremih",5Eg6N02CTSSbdthjVc7wLA,2016,57.0000
"Isaiah Rashad', 'Syd",5f6esnDQcBiFAm8iMfkw12,2016,57.0000
"TV Girl",5GKekzF1YcR2DQd9c3DI8y,2016,57.0000
"Chance the Rapper', 'Ty Dolla $ign', 'Anderson .Paak', 'BJ The Chicago Kid', 'Raury",5IdQEHgtmj9th3OkfQKhf8,2016,57.0000
"Young Thug",5MD2QLnFM2ChpKAh33z0zr,2016,57.0000
"Bon Iver",5oK98mpTJSU0iqLHN1hZ3y,2016,57.0000
"The 1975",5vgdeMt4uKUN2BeltZjoDh,2016,57.0000
"Nick Jonas', 'Ty Dolla $ign",5W4vPDfwFNQqt7frRjL41t,2016,57.0000
"Banda Los Recoditos",4xKmCXrvnvrRa7XoBIwUoZ,2015,57.0000
"DRAM', 'SZA",4XQQovRSltOGWevTCgacXY,2015,57.0000
"Ella Henderson",4z7gh3aIZV9arbL9jJSc5J,2015,57.0000
"All Time Low",50oS45iNMFp7pKIQRAWIUP,2015,57.0000
"SNBRN', 'Kaleena Zanders', 'Chris Lake', 'Matroda",518hVcA2jiSyWbSFn8Js9b,2015,57.0000
"Baby Lullaby Academy",586k3MTMSuIDdPMMKuGIq3,2015,57.0000
"Juicy J', 'Kevin Gates', 'Future', 'Sage The Gemini",5cXAuTYvFXkL0ombvLGmci,2015,57.0000
Cavetown,5dY6DqLGqjHvuFBXTlWsLm,2015,57.0000
"Jelly Roll",5ELEsgMwvWJald9BQbIgsV,2015,57.0000
"Travis Scott', 'Kanye West",5H25xsIuRWUI8GwcoAoeSG,2015,57.0000
"Marianas Trench",5KAgd2yW7tktrKDsJhO9Fr,2015,57.0000
Halestorm,5MapUlM1un2Kh4aZ3IyWcL,2015,57.0000
"Carrie Underwood",5qRRiqndqXaq2QBudIrkYU,2015,57.0000
"Tory Lanez', 'Nyce",5rqfg8Hz5D1aCcn2XUxzNA,2015,57.0000
"Logic', 'Dria",5rwOE5J3Y1A2NiRa6y3Yph,2015,57.0000
"5 Seconds of Summer",5TMjhlh25Oitlh3LBKdfMi,2015,57.0000
"Chris Brown",5u7o3wXWJI7AN1b9KIf3m8,2015,57.0000
"Alina Baraz', 'Galimatias",5VzbhVg77OSCpuMDfjdL72,2015,57.0000
"Joey Bada$$",23bOfmnZiN42pB1frXNyak,2015,57.0000
"Little May",23Zlb66N7xcIWbpt2C1bsi,2015,57.0000
"weird inside",299vmLW2iaQxe8y9HLWNiH,2015,57.0000
Disturbed,2AQq1I0LiIgfJ7vVLptvy8,2015,57.0000
"Parkway Drive",2BzEsfwqucjlBSFu8s74sz,2015,57.0000
"June Marieezy', 'FKJ",2cbWaw8K4fKvR9kgBg3ugq,2015,57.0000
"Father John Misty",2eg2gvPXuwZ9FyrPaLgrXi,2015,57.0000
"Calibre 50",2EGqa4yp5xGfu3sppG0oFy,2015,57.0000
"Dove Cameron",2eKYRRrNhXXr7SSzE3X99F,2015,57.0000
Yelawolf,2g5cChGDcrjtpRVGA7q4Eh,2015,57.0000
"The Chainsmokers', 'Great Good Fine Ok",2Mh0jU5IyRTQfpyMnvki5Z,2015,57.0000
"Lil Uzi Vert",2p2DLGuXtnLLClzpmKkyCx,2015,57.0000
"Chris McClarney",2RwzuFDm2uqTaMMXXSZSw6,2015,57.0000
"Koe Wetzel",2sBbIyKK7f2Kkdt2RVBAlY,2015,57.0000
BTS,2TSJHS7rpLTzdDdVvaYB0f,2015,57.0000
"Zella Day",2Wc2tcQl7cPetPKeXH3GD3,2015,57.0000
"Imagine Dragons",2x2SotEkKozaFh6H1aVnOZ,2015,57.0000
Miguel,2YEr07055St40kz0aUfm4f,2015,57.0000
"John Williams",5wsHtmFHWntJzcN6n8ivjd,2015,57.0000
Yelawolf,5zbN6BAAAjDwYjEJQFlbYb,2015,57.0000
"Teen Daze",5zd6NuR1FGOhp9bce8xZOt,2015,57.0000
BTS,61fAsfrYO5xUNTMwWQ0Xwu,2015,57.0000
Zendaya,654bpQLFU931tUdT7HHqu0,2015,57.0000
"A$AP Rocky', 'Joe Fox",6AHNkRbVzkh95xilnYzDT7,2015,57.0000
"Justin Bieber",6gcA4zzG6FnMEgPSDKbAMs,2015,57.0000
"Brantley Gilbert', 'T.I.",6hbwFerDj55bMGZZvcInze,2015,57.0000
"Shovels & Rope', 'Shakey Graves",6INaSJ4clfZ8pvXSGZQnJ7,2015,57.0000
Sports,6JfqUlQHtbdWDi5o7bp6qd,2015,57.0000
"Drake', 'PARTYNEXTDOOR",6oLHyWvmk6bKrA91EIYZBp,2015,57.0000
"Natural White Noise Relaxation",6OuJ13pokL5y3ojs13Nopn,2015,57.0000
Halsey,6s8PRmROPJHlqZmu9Bbviz,2015,57.0000
Vundabar,6UjeFOCGYgMpBUtqKg1Je3,2015,57.0000
f(x),2YkjXEab4USTV9uuAgC90E,2015,57.0000
"William Clark Green",2YUm7yXaklDbTvbwGwf9c4,2015,57.0000
"Surf Curse",2ZQSRyJeY3HDJ99w0dFhfg,2015,57.0000
"Coleman Hell",3bi8yEuK44vLcbjHkPH0u1,2015,57.0000
"Imagine Dragons",3KgIZWuC7JJOgkcGeAWbZg,2015,57.0000
Halsey,3MLiV0gaOCQkFf6FXdSaog,2015,57.0000
"Bassnectar', 'Lafa Taylor",3NPYT4nilQ6YW1uA8I7orI,2015,57.0000
"Kodak Black",3XoMtVDuIbmMQ9UKSShXti,2015,57.0000
"Gabriel Fauré', 'Yo-Yo Ma",05yzhEWkmVXiigqWfcNTQS,2015,57.0000
"Peter Sandberg",0aqmVdsk85uvygzAxpJENH,2015,57.0000
"JT Music",0bftKN5U7bF3FQsx3Rvzt1,2015,57.0000
"Langhorne Slim', 'The Law",0gKiONJeEtwb3hps4sUgyn,2015,57.0000
Dawes,0HOvoZ4m0aJp6vY4fVrI51,2015,57.0000
"Kelsea Ballerini",0knbW9EwgSLfNFMWys1mQm,2015,57.0000
"Banda Los Recoditos",0LCMFLgIISg4Mab1YL5shU,2015,57.0000
"All Time Low",0LSY3NePenK0VG7nRUTVk8,2015,57.0000
Dawin,0mxoXsr14ILAYcXZBMJcOs,2015,57.0000
"Beautiful Chorus",0pV7ZNlSXRtleKtlKgnUlF,2015,57.0000
"Chris Stapleton",0V6JZbCVSePUhqNdg7i68m,2015,57.0000
"Mike WiLL Made-It', 'The Weeknd', 'Swae Lee', 'Future",3Z4iF2sFcW63WclmUYd7IE,2015,57.0000
Tryhardninja,3z80AqFSmoG47eiVY3Fo6W,2015,57.0000
Pentatonix,4940HtUKC4VDtiC5s4t4MT,2015,57.0000
"Shawn Mendes",4eQznxonJdR6NEksFNHMCT,2015,57.0000
"Mild High Club",4jaEiBXMjgpAtsFM2zBYEB,2015,57.0000
Halsey,4lKXjLzAV0Nxwln8MxHVtQ,2015,57.0000
"Papa Roach",4nrWU5PRlFJubLjahofpOU,2015,57.0000
"Big Sean', 'E-40",4qo0aBXSAj5WaXzpKzcXWj,2015,57.0000
K.A.A.N.,4tGzyc35jXEYSVNaqNEKnS,2015,57.0000
"Yellow Claw', 'Flux Pavilion', 'Naaz",4UIAJ1WnUvAPPdkzq2rn1i,2015,57.0000
Drake,4v7SAP4KD96BFLWiCd1vF0,2015,57.0000
"Baby Lullaby Academy",4Vk87DhbvFoRjwO1C1vOuH,2015,57.0000
"Lana Del Rey",4X5zaUdlRhvBWYnyQIKmH8,2015,57.0000
"Meek Mill', 'Future",17AS0y6FnHdYImAPUydAJg,2015,57.0000
"Van Morrison",1A7hIo1C8jacIQ5ZiCjc8g,2015,57.0000
Timeflies,1aPqexHVW20OTamBHdWWVL,2015,57.0000
TobyMac,1NZWiuy0mlnsrcYL2dhKt6,2015,57.0000
"Baby Lullaby Academy",1pNQKV0LjUwxpLC1uPxUSt,2015,57.0000
"Hot Flash Heat Wave",1sEzuZNasuG8s1OOHwYfN2,2015,57.0000
"Jorge Santacruz Y Su Grupo Quinto Elemento",1tpYFtQ5BsCB8lRug5VPtK,2015,57.0000
"Jack Johnson",1vL5bZNsFWVYED96IgWEIM,2015,57.0000
"Neon Trees",1WMBlpjhd3AUQiNfJOzfIl,2015,57.0000
"Falling In Reverse",1wQPcfKUzpzrf6gcVqQh04,2015,57.0000
"Kendrick Lamar",1WT11QmhZutciEv1NsHt1R,2015,57.0000
"Lana Del Rey",1Yh4lOCbcskjSfYPDnn7EW,2015,57.0000
"The Vamps",6YZOPDWjsa6BPOWLge5gKg,2015,57.0000
Kehlani,73C4vh7W8u41Vll5HvBqv7,2015,57.0000
"Drake', 'Future",76kyKtPLsFbQkdQ86QrkF4,2015,57.0000
"Young the Giant",77KnJc8o5G1eKVwX5ywMeZ,2015,57.0000
"Tame Impala",79chzfFIIq7cHkqcYYORk0,2015,57.0000
"Fall Out Boy",7d0R90VzB45UWf3Aey0X22,2015,57.0000
"La Original Banda El Limón de Salvador Lizárraga",7d6Vi77xGamNFE3gWkZZhy,2015,57.0000
NF,7EQBIAZHD2QAh9sgtjZJgI,2015,57.0000
"Baby Lullaby Academy",7J8drFuULgXhcZm9Lr6b0H,2015,57.0000
Futuristic,7JpewU9FPkJyiOi0CErkpI,2015,57.0000
"Machine Gun Kelly",7k9rcsOLrZBzxIL4cyAipZ,2015,57.0000
Dreamgirl,7mgI1HLrLMlIHL3wzotbyM,2015,57.0000
"Chris Cornell",7MjRtWS2teufvOiMM0BARZ,2015,57.0000
"Mac Miller",7rdyAfIm1t6h6I1gyLtD17,2015,57.0000
"Brooks Jefferson",7w8nryFVgPW4voepzRO3wW,2015,57.0000
"Andy Law 罗志聪",6vJZqJSQPVXDQ6RWavKyRL,2014,57.0000
Bleachers,6YArGkJUr82ehzRFa2YaRK,2014,57.0000
"Edvard Grieg', 'Cyprien Katsaris",70nfm7IEXnFdxLtvxdXnZq,2014,57.0000
"Jessie Ware",71AATBHZGo82EnjZnG53Zx,2014,57.0000
"August Alsina', 'B.o.B', 'Yo Gotti",71pc8Waeq1YtmcOKLEF3dK,2014,57.0000
"Tito Torbellino",755mDnwiqFcX1OOATeglOC,2014,57.0000
OneRepublic,75hLNJfiXV5k2YGrbGEW51,2014,57.0000
"WALK THE MOON",76EeScTnI2sCjDY0SfEoSb,2014,57.0000
"G-Eazy', 'A$AP Ferg', 'Danny Seth",78qRSpkPt9y1DtRp2uB9yO,2014,57.0000
"Los Alegres de la Sierra",7d2gu6Ibvh6FwptGRTU2g6,2014,57.0000
"5 Seconds of Summer",7EYVg6Re3JLrTprnEp4J4F,2014,57.0000
"Ariel Camacho y Los Plebes Del Rancho",7GuMMcKE6CzkMx53uvE2bN,2014,57.0000
Bahamas,7I8ftQPSknxqIH8jiuh6iv,2014,57.0000
"Pleasure P",7kwPsdI7w4itKER0MyipGj,2014,57.0000
BONES,7nH4UnffKuEHlbjCnSRYRG,2014,57.0000
"Travis Scott', 'Young Thug",7p7pzSVr2zovan3m1m5hFm,2014,57.0000
NONONO,7ti4qMC7xYQeh1uRzj5XuM,2014,57.0000
"Cartel De Santa",7u0XqjPS7VSDMyGi8dqZmU,2014,57.0000
"Kevin Gates",7uxJ7KAn4F7y2cef4nS0q2,2014,57.0000
"Michael Jackson",35SI5zFEhOeo4XDBMwS41S,2014,57.0000
"Lil Jon', 'Tyga",35x6JdLCr4VWWR5ShNoAWo,2014,57.0000
"Sam Hunt",3BuPop8SzLG2Q88TJcFAjp,2014,57.0000
"Fall Out Boy",3c1ItvzDDDpmDgLH9SIUp4,2014,57.0000
"Sleeping At Last",3cBtANnJGopPaRMXCl3mV7,2014,57.0000
"Foster The People",3CVPyuuD6HxWXgPbbGqbg6,2014,57.0000
"Chris Brown', 'Akon",3fLXPbXiezgmbJEEOkT8ve,2014,57.0000
"Taylor Swift",3fthfkkvy9av3q3uAGVf7U,2014,57.0000
"Jordan Rakei",3fVoaJNF8ALQlL0MG5XpWa,2014,57.0000
"Calibre 50",3imJHohXBxDGovFRQ75dUt,2014,57.0000
"Night Lovell",3Ixtw6lH5wB3vFESoOiZ3R,2014,57.0000
"Courtney Barnett",3LueS3mbuB1yaJNN0Ale6U,2014,57.0000
Logic,3lWCa9e0KhDghboM5L9C6d,2014,57.0000
"Ryan Caraveo",3pxRbJhGBBNjQGYrECfUT1,2014,57.0000
"Oscar Peterson Trio",3TSdkwPeUfvgLwNTF8gfC0,2014,57.0000
"Nicki Minaj",5wzuewBsK1GdViQK4uBraa,2014,57.0000
AronChupa,5XSSGkeN6FJm7AAowBCLEW,2014,57.0000
"Ben Howard",63QsFC6m0CaTw2gU0iZa7N,2014,57.0000
"Dirty Heads', 'Tech N9ne",6dyMer5WZ2hpIKNbb9fa1T,2014,57.0000
MercyMe,6eFGvG8mkvZJjhPx9wMZGc,2014,57.0000
"The Beatles",6EOKwO6WaLal58MSsi6U4W,2014,57.0000
"Susie Suh', 'Robot Koch",6IF2P93LkyW4GqDQu1yS7H,2014,57.0000
BTS,6jJYbRYkvSuFwRtgTEpkb4,2014,57.0000
Hozier,6JmSfynzr6E0QllQZNEXEb,2014,57.0000
"The Growlers",6Ke1lEwPXx2IlUbJpfpCle,2014,57.0000
"Frankie Ballard",6ll39ALTlddWWQZLjSFlwM,2014,57.0000
"Ariana Grande",6LQzYkmd8ADbKOOEVDnlG4,2014,57.0000
"Freddie Gibbs', 'Madlib",6m192NGYZHIbO5UBkkM4oN,2014,57.0000
"Jon Eidson', 'Evan Todd', 'Barrett Wilbert Weed', 'Jessica Keenan Wynn', 'Alice Lee",6NqatMVtEM2iB4FcLGFxrN,2014,57.0000
"Taylor Swift",6rZVy6FIG7lSJQMFXHo12z,2014,57.0000
"Banda Carnaval",54MQccz1gOXQDrHP0hR6AV,2014,57.0000
"5 Seconds of Summer",57MOpbjOIoWMZnstWOtfm6,2014,57.0000
"Kurt Hugo Schneider', 'Anna Clendening",5e6Mukej16riHefBUXzg9o,2014,57.0000
"Preme', 'Drake', 'Future",5EMKS6mLi4JprJxy8IGdhT,2014,57.0000
"Jóhann Jóhannsson",5fJD7wh9yoSTpl9d5rgl7l,2014,57.0000
Nickelback,5JjHr4GeuAERaa1qgsbv6A,2014,57.0000
STARSET,5nxxe5YhgHKEAD9baPQbLd,2014,57.0000
BACK-ON,5QSt0jnVuPdQsC9plgW3lz,2014,57.0000
"ScHoolboy Q",5rk3EqsP1iHuQn5tkC1Qw0,2014,57.0000
"A$AP Rocky', 'Juicy J",21tQ61tNj6qbXbDwmSIPt9,2014,57.0000
Khruangbin,230tKtsKM3eigmK2CtssAO,2014,57.0000
"Imagine Dragons",25DpvTS4zsmLiVLx8Zv3N0,2014,57.0000
"Blake Shelton",289hx4t6fH2BBe8p6cnXo1,2014,57.0000
"Otto Totland",2Ai5UUXyxaulVbompgrzlo,2014,57.0000
"Freddie Gibbs', 'Madlib', 'Danny Brown",2bSF5Qs8IQE9RRaZIef7mO,2014,57.0000
Godsmack,2DpLoT8qfJdZhsLGFg413r,2014,57.0000
"Imagine Dragons",2iIb73Qn02LsZwpW8RJUxh,2014,57.0000
BTS,2IIhviXBY0Ikmlbm2DHByJ,2014,57.0000
"Francesca Battistelli",2lrHKMXyu8LTLxMorzJkTQ,2014,57.0000
"Speaker Knockerz",2qTBAODxjsKCQClRjMthEj,2014,57.0000
"Kevin Gates",2qTUM0zSBE0NVnyRndmz9b,2014,57.0000
"["D'Angelo"]",2RcanAJpudPNDkyIe9DzKS,2014,57.0000
"Seven Lions', 'Myon', 'Shane 54', 'Tove Lo",2U0pVx4m1Kdm1Gsjjm6iq8,2014,57.0000
Slipknot,2ugAOltSeiFqKHItLMKFK3,2014,57.0000
"Protoje', 'Chronixx",2WPurGHHJunuAkFCczyEe3,2014,57.0000
O.A.R.,2xwsf9FuFINP1X4FTsqZ7Q,2014,57.0000
McCafferty,16qh2Xmo8wvvNZoAa55XIn,2014,57.0000
"Plan B",18DmZ510OB9XATcFbQ8vDZ,2014,57.0000
Home,1aayZc3JciIs2GhZcSlCrw,2014,57.0000
BTS,1ACqCMuFuvqCToDuY7C707,2014,57.0000
"The Cab",1bDLMtY69Cx6inNN9kaYkk,2014,57.0000
"Lori McKenna",1JtvwshkJMxfm4oRhJp93C,2014,57.0000
HyunA,1kPJiJ3N8cuw5Kzev8Ilu0,2014,57.0000
"James Bay",1OwHOfTeJkdRhdqq93y2XV,2014,57.0000
"Jason Aldean",1pm6AoOYO81llP3gwkTAbI,2014,57.0000
"Hans Zimmer",1W6LZGinxm6voDaC8NVnDU,2014,57.0000
Hozier,1XJQ7xI6jzcZybuHemxsPP,2014,57.0000
"Johnny Cash",1xKEI3TDR1NjJSgAlC384x,2014,57.0000
"Foster The People",1yzbqrSF0vuaO7nuKYSd6f,2014,57.0000
"YG', 'ScHoolboy Q', 'Jay Rock",1ZX8sOGnVyE5FZBh1oKzZa,2014,57.0000
"Chet Faker",03qDVofuUUQSsSQCLWX0eF,2014,57.0000
"Seven Miles South",04HenXWHfLUlsRsLPiBd0k,2014,57.0000
"The Pretty Reckless",04w73SmPfQkkmEpKbcrHOL,2014,57.0000
"Kid Ink",0Altlm3kLPob56k2qqR4i2,2014,57.0000
"Kevin Gates",0CatNULiPDGfflDdMODjDU,2014,57.0000
"Cody Johnson",0CWFczodn19J8r9dftuMMH,2014,57.0000
"Sleeping At Last",0dHF8t7OIhgPele5WRUfWG,2014,57.0000
"Los Originales De San Juan",0e0tPA8wo2Jk4TqaRkUVai,2014,57.0000
"Gavin Mikhail",0eOrZh0eXsw99k8gFJUpq5,2014,57.0000
"Beyoncé', 'JAY-Z', 'Kanye West",0FZmAvivvifvtN3pZScbw1,2014,57.0000
"Jeezy', 'JAY-Z",0jkeRqlWciqKxU3iHQfdWj,2014,57.0000
"Ed Sheeran",0N5zjRnf8AreOm95iSBXF4,2014,57.0000
Benny,0ODyahnUlK9G5bT4dA5NCI,2014,57.0000
Rixton,0TcJDCInjJ3WdJIU1HDgOG,2014,57.0000
"Sam Smith",0xun1Olh7EtEef4wIg9l3l,2014,57.0000
Shakira,0YoUczWJPqphLvxnTXG00N,2014,57.0000
"Glass Animals",0Zg4tjgfqw9qzq7lXX2sUM,2014,57.0000
"Barrett Wilbert Weed', 'Michelle Duffy', 'Daniel Cooney', 'Ryan McCartan', 'Elle McLemore",0ZwCQw4tzcMGq8wZpx1KjX,2014,57.0000
"Trevor Morris",0ZxF4MFrFmi4agsWGQKKrn,2014,57.0000
"Boosie Badazz",3yI5oGYRtqR6ycf7UwehF4,2014,57.0000
"Beyoncé', 'Frank Ocean",49sXkAcR5LvOrtq5Qcn5cf,2014,57.0000
"Futuristic', 'Dizzy Wright', 'Layzie Bone",4bTP7W5HEJYG0jR6EMfNka,2014,57.0000
"Sam Hunt",4DXfOXYv0ki7IR3P0XRcMY,2014,57.0000
"Ca$h Out",4foyyTPR2jUcATliukBkd9,2014,57.0000
"Cher Lloyd', 'T.I.",4trx1lgbQ9FtrI5V9Y8C5Y,2014,57.0000
"Montana of 300",4TxgwAknt25blK6L6W2akh,2014,57.0000
"Calibre 50', 'El Komander",4VZ0UOLwnTnQSLZJme5lyQ,2014,57.0000
"G-Eazy', 'Black Bear",4WmS1ZuledEAlrpJv1E22s,2014,57.0000
"Tyler, The Creator', 'Hodgy",3Z5pXxCb0O6L53vejFHhqQ,2013,57.0000
"Cage The Elephant",43O3Iu8mDJy10i6k8SVRXX,2013,57.0000
"The Paper Kites",45p0MAVey0dnjZXo8kMUzh,2013,57.0000
"Ariana Grande', 'Big Sean",47rzxY9wSpomHE1gT94jIT,2013,57.0000
Drake,48RN2EOOyG2Gs5Pyla7ZJj,2013,57.0000
"Dropkick Murphys",4bLKGUkVRxIyrN1770DdDm,2013,57.0000
"Regulo Caro",4doAczw4VqEa9qJu1M8Ou5,2013,57.0000
"Madison Beer",4jPC5HNBHkuRMtrscdHQty,2013,57.0000
"Dschinghis Khan",4m7p2dejJrMiiA1vg8LDPK,2013,57.0000
"Banda Rancho Viejo De Julio Aramburo La Bandononona",4NfEGvkNkSaTGMjLAmpGcg,2013,57.0000
"Justin Timberlake",4pEaGoTSSU7YKu4hqor9Na,2013,57.0000
"The Neighbourhood",4TaY35s44Bf6OQnRK4R8Y5,2013,57.0000
"Dave Thomas Junior",4tpeXx5XfqGdjITefUN3Rr,2013,57.0000
"The Neighbourhood",4V37tyDu9CtqYshvrgLke4,2013,57.0000
"The Jungle Giants",4xy9nsO8EX4OR0c6lf0WFu,2013,57.0000
"A Day To Remember",4YfF0cZEBtCju02dhXfifE,2013,57.0000
"Chance the Rapper', 'Nate Fox",4ygQUye7obtqhSltSxp18H,2013,57.0000
"Fall Out Boy",4yXNMbZrsFJbPTH0WfhwEB,2013,57.0000
"A Day To Remember",53v22kznEYmJ5QCZIPHD9u,2013,57.0000
"John Mayer",58ImA5yX8b5UkLy9MDXwWO,2013,57.0000
"Tegan and Sara', 'The Lonely Island",58vnVBWfKWIjSVvKTZJly2,2013,57.0000
"Tyler Farr",5E4CJfa6yZNGSKVFSUgaBt,2013,57.0000
"Jeremy Soule",5fHgBb5r91Jmdr8Q7dwmad,2013,57.0000
"The Strokes",5GKVcvTgnFYtfh25qKQtRg,2013,57.0000
"Traviezoz de la Zierra",5JnrCMAVY9tIuglIZba758,2013,57.0000
Rhye,5KytIKWqQJXb2T3RNOyi9G,2013,57.0000
Mandisa,5legkLUDyq0qOg4TR7wUAs,2013,57.0000
"Justin Timberlake",5mIqtDBiw3rqMxsJc4UVM6,2013,57.0000
"Jeff Williams', 'Casey Lee Williams",5Msp7XlWAYQhK4khlfzMPL,2013,57.0000
"Keith Urban', 'Miranda Lambert",5Net7uzpcqkJtOwR22onye,2013,57.0000
"The Civil Wars",5P6ZBMWS66FVo6deJaDdHy,2013,57.0000
"Cage The Elephant",5r5Lj2MkgwQJz6TaBdL865,2013,57.0000
"Madilyn Bailey",5yGW5jpNzRr66bczvCHInX,2013,57.0000
"BANKS', 'Snakehips",63Ly2sEzloc9s0yAXlMi6r,2013,57.0000
"Priceless Da Roc",67ncKGqScuJdNUN6bTqclA,2013,57.0000
"Joyce Manor",6baeAT0jVAxvnLn8rIN50X,2013,57.0000
"Alabama Shakes",6ckUX8cgcqjoNGTd2A2Pvd,2013,57.0000
Romare,6EiOaXSkNJGmEDwDilslHH,2013,57.0000
Watsky,6ekWVvw642aQsT3AfnCiTz,2013,57.0000
"Brian Tyler",6enLk2V2s0M6D6PGLjHxYv,2013,57.0000
BIGBANG,6EY5igURAXBCEen56oKUif,2013,57.0000
"B.o.B', '2 Chainz",6gf1xlPETW9CwjsdnUzW3g,2013,57.0000
"Granger Smith",6n8867qPhHITHka3ZJYjr8,2013,57.0000
"Chance the Rapper', 'Nosaj Thing",6Oe5tmI1bfguCp6dKHbSj6,2013,57.0000
"Maia Mitchell', 'Grace Phipps', 'Ross Lynch', 'Spencer Lee', 'Teen Beach Movie Cast",75a5fcQSduYyC93gXtgGhk,2013,57.0000
"Falling In Reverse",76tzDKhVle9QKpWx0apgCm,2013,57.0000
"Austin Moon",77UkBSuKMG0JrIByQIRdeS,2013,57.0000
"Panic! At The Disco",78tro1rpoxmqjbjiRRRzoH,2013,57.0000
BIGBANG,7bB3eTpZ7ecuN7C7dTQomt,2013,57.0000
"Miguel Bosé",7C5l5hLxS4uZX1VJR13ZBT,2013,57.0000
Drake,7EdJ8z6IBotTjO50DfzzuV,2013,57.0000
"Katy Perry",7GCElX2eJA5t0AFWw3WzKn,2013,57.0000
"Selena Gomez",7Gkphzdh5ouurEt7JT49Yu,2013,57.0000
"Asking Alexandria",7IiqF2tYiixnpBcFjkocjA,2013,57.0000
"Robbie Williams",7oQSevUCbYs4QawXTHQVV1,2013,57.0000
Lorde,7otV7kSzDMo11qLlw8pAtr,2013,57.0000
"Kings of Leon",30SjdIdTMhBSe33nFnBFkC,2013,57.0000
Lorde,35kahykNu00FPysz3C2euR,2013,57.0000
"Paramore', 'Joy Williams",3AX4HIRJY6GT6tgMkO5987,2013,57.0000
"Half Moon Run",3jJuBdO5rrtDufNAf76V1x,2013,57.0000
Yelawolf,3kEly8SN5DxRYjnp21s6YJ,2013,57.0000
Lorde,3Lw7lWTJlcqlx8E9HFmByr,2013,57.0000
"JAY-Z', 'Rick Ross",3PBC860LAeS4utDAqlqIe2,2013,57.0000
"Emily Rubye",3pnaiuAfeBJkcwYaEXkGGx,2013,57.0000
"Kavinsky', 'The Weeknd",3Q6mwJseOFYBJ10d5CXp4o,2013,57.0000
"Vampire Weekend",3t87C08isN6yw2DnWOorLm,2013,57.0000
"Digital Daggers",3TnGabS1ylWPNOTa2kJBDn,2013,57.0000
"The Piano Guys",3wGQULikds23nGCvIJf5G4,2013,57.0000
"Tyler, The Creator",03Z9Xiu6te6MbMRlICuDGL,2013,57.0000
"John Mayer",05Ez6KwjICkscWQVTsT3f5,2013,57.0000
"Rich Homie Quan",07sOl7WsmCaUqaJaRn9Dss,2013,57.0000
"Celeste Buckingham",08KyjbAXbJl0EdtTi7GH3x,2013,57.0000
"The Summer Set",0akM7cwQ5xLQIIlTeWzubk,2013,57.0000
Kstylis,0aWia6YqI2s9r41bXwnqhX,2013,57.0000
Rocko,0HFrCOmhCYXlv4NdEwRAuj,2013,57.0000
"Kanye West",0HMCdlOPJkAGlB0MlSWIcO,2013,57.0000
"Chance the Rapper', 'Ab-Soul",0oeqJpFHNRjxa0kOMh4eQY,2013,57.0000
"The 1975",0wIFAHbaUucA8mog7Y2IDD,2013,57.0000
"Queens of the Stone Age",0wmaGiDKtKaRf7G8nBfNsQ,2013,57.0000
"bo en",0wZUJxxybEiafs0BIg9SAP,2013,57.0000
